"","x"
"1",0.0087719298245614
"2",0.00584795321637427
"3",0.00584795321637427
"4",0.00584795321637427
"5",0.00584795321637427
"6",0.0087719298245614
"7",0.00584795321637427
"8",0.0087719298245614
"9",0.0087719298245614
"10",0.00584795321637427
"11",0.0087719298245614
"12",0.00584795321637427
"13",0.00584795321637427
"14",0.00584795321637427
"15",0.00584795321637427
"16",0.00584795321637427
"17",0.00584795321637427
"18",0.00584795321637427
"19",0.0087719298245614
"20",0.00584795321637427
"21",0.00584795321637427
"22",0.00584795321637427
"23",0.0087719298245614
"24",0.0087719298245614
"25",0.00584795321637427
"26",0.00584795321637427
"27",0.00584795321637427
"28",0.00584795321637427
"29",0.00584795321637427
"30",0.0087719298245614
"31",0.0087719298245614
"32",0.0087719298245614
"33",0.0087719298245614
"34",0.00584795321637427
"35",0.00584795321637427
"36",0.00584795321637427
"37",0.00584795321637427
"38",0.00584795321637427
"39",0.0087719298245614
"40",0.0087719298245614
"41",0.00584795321637427
"42",0.0087719298245614
"43",0.00584795321637427
"44",0.0087719298245614
"45",0.00584795321637427
"46",0.00584795321637427
"47",0.00584795321637427
"48",0.00584795321637427
"49",0.00584795321637427
"50",0.00584795321637427
"51",0.00584795321637427
"52",0.00584795321637427
"53",0.00584795321637427
"54",0.00584795321637427
"55",0.00584795321637427
"56",0.00584795321637427
"57",0.00584795321637427
"58",0.0087719298245614
"59",0.0087719298245614
"60",0.00584795321637427
"61",0.0087719298245614
"62",0.0087719298245614
"63",0.00584795321637427
"64",0.0087719298245614
"65",0.00584795321637427
"66",0.00584795321637427
"67",0.00584795321637427
"68",0.0087719298245614
"69",0.0116959064327485
"70",0.00584795321637427
"71",0.00584795321637427
"72",0.00584795321637427
"73",0.00584795321637427
"74",0.00584795321637427
"75",0.00584795321637427
"76",0.00584795321637427
"77",0.00292397660818713
"78",0.00584795321637427
"79",0.00584795321637427
"80",0.0146198830409357
"81",0.0087719298245614
"82",0.0116959064327485
"83",0.00584795321637427
"84",0.0087719298245614
"85",0.00584795321637427
"86",0.00584795321637427
"87",0.00584795321637427
"88",0.00584795321637427
"89",0.00584795321637427
"90",0.00584795321637427
"91",0.00584795321637427
"92",0.00584795321637427
"93",0.00584795321637427
"94",0.00584795321637427
"95",0.0087719298245614
"96",0.00584795321637427
"97",0.0087719298245614
"98",0.0087719298245614
"99",0.00584795321637427
"100",0.00584795321637427
"101",0.0087719298245614
"102",0.00584795321637427
"103",0.00584795321637427
"104",0.0116959064327485
"105",0.0087719298245614
"106",0.00584795321637427
"107",0.00584795321637427
"108",0.0087719298245614
"109",0.00584795321637427
"110",0.00584795321637427
"111",0.0116959064327485
"112",0.00584795321637427
"113",0.00584795321637427
"114",0.00584795321637427
"115",0.00584795321637427
"116",0.00584795321637427
"117",0.00584795321637427
"118",0.0116959064327485
"119",0.0087719298245614
"120",0.00584795321637427
"121",0.00584795321637427
"122",0.00584795321637427
"123",0.00584795321637427
"124",0.00584795321637427
"125",0.00584795321637427
"126",0.00584795321637427
"127",0.0087719298245614
"128",0.00584795321637427
"129",0.0087719298245614
"130",0.00584795321637427
"131",0.00584795321637427
"132",0.00584795321637427
"133",0.00584795321637427
"134",0.00584795321637427
"135",0.00584795321637427
"136",0.00584795321637427
"137",0.00584795321637427
"138",0.00584795321637427
"139",0.0116959064327485
"140",0.00292397660818713
"141",0.00584795321637427
"142",0.00584795321637427
"143",0.00584795321637427
"144",0.0087719298245614
"145",0.00584795321637427
"146",0.00584795321637427
"147",0.00584795321637427
"148",0.00584795321637427
"149",0.00584795321637427
"150",0.00584795321637427
"151",0.00584795321637427
"152",0.0087719298245614
"153",0.0087719298245614
"154",0.0087719298245614
"155",0.00584795321637427
"156",0.00584795321637427
"157",0.00584795321637427
"158",0.00584795321637427
"159",0.0087719298245614
"160",0.00584795321637427
"161",0.00584795321637427
"162",0.00292397660818713
"163",0.00584795321637427
"164",0.0087719298245614
"165",0.0087719298245614
"166",0.0087719298245614
"167",0.0087719298245614
"168",0.00584795321637427
"169",0.00584795321637427
"170",0.00584795321637427
"171",0.00584795321637427
"172",0.00584795321637427
"173",0.00584795321637427
"174",0.00584795321637427
"175",0.00584795321637427
"176",0.00584795321637427
"177",0.0087719298245614
"178",0.00584795321637427
"179",0.0087719298245614
"180",0.0087719298245614
"181",0.0087719298245614
"182",0.00584795321637427
"183",0.00584795321637427
"184",0.0087719298245614
"185",0.00584795321637427
"186",0.00584795321637427
"187",0.00584795321637427
"188",0.00584795321637427
"189",0.00584795321637427
"190",0.00584795321637427
"191",0.0087719298245614
"192",0.0087719298245614
"193",0.00584795321637427
"194",0.00584795321637427
"195",0.00584795321637427
"196",0.00584795321637427
"197",0.00584795321637427
"198",0.00584795321637427
"199",0.0116959064327485
"200",0.00584795321637427
"201",0.00292397660818713
"202",0.00584795321637427
"203",0.00584795321637427
"204",0.0116959064327485
"205",0.00584795321637427
"206",0.0087719298245614
"207",0.00584795321637427
"208",0.00584795321637427
"209",0.0087719298245614
"210",0.00584795321637427
"211",0.00584795321637427
"212",0.00584795321637427
"213",0.00584795321637427
"214",0.00584795321637427
"215",0.00584795321637427
"216",0.0087719298245614
"217",0.00584795321637427
"218",0.00584795321637427
"219",0.00584795321637427
"220",0.0087719298245614
"221",0.0087719298245614
"222",0.00584795321637427
"223",0.00584795321637427
"224",0.0116959064327485
"225",0.00584795321637427
"226",0.0087719298245614
"227",0.00584795321637427
"228",0.00584795321637427
"229",0.00584795321637427
"230",0.00584795321637427
"231",0.00584795321637427
"232",0.0087719298245614
"233",0.0087719298245614
"234",0.00584795321637427
"235",0.0116959064327485
"236",0.00584795321637427
"237",0.00584795321637427
"238",0.00584795321637427
"239",0.0087719298245614
"240",0.00584795321637427
"241",0.0087719298245614
"242",0.0087719298245614
"243",0.00584795321637427
"244",0.00584795321637427
"245",0.00584795321637427
"246",0.00584795321637427
"247",0.0087719298245614
"248",0.00584795321637427
"249",0.00584795321637427
