"","x"
"1",0
"2",0.00833333333333333
"3",0.00666666666666667
"4",0.00833333333333333
"5",0.00833333333333333
"6",0.00666666666666667
"7",0.00833333333333333
"8",0.00833333333333333
"9",0.00833333333333333
"10",0
"11",0.00833333333333333
"12",0
"13",0.00166666666666667
"14",0
"15",0
"16",0.00166666666666667
"17",0
"18",0
"19",0
"20",0.00833333333333333
"21",0.00666666666666667
"22",0.00166666666666667
"23",0
"24",0.00166666666666667
"25",0.00166666666666667
"26",0
"27",0.00166666666666667
"28",0.00166666666666667
"29",0.00166666666666667
"30",0.00666666666666667
"31",0.00833333333333333
"32",0
"33",0.00166666666666667
"34",0
"35",0
"36",0.00166666666666667
"37",0
"38",0
"39",0
"40",0.00833333333333333
"41",0.00833333333333333
"42",0
"43",0.00166666666666667
"44",0
"45",0
"46",0.00166666666666667
"47",0
"48",0
"49",0
"50",0.00833333333333333
"51",0.00666666666666667
"52",0.00166666666666667
"53",0
"54",0.00166666666666667
"55",0.00166666666666667
"56",0
"57",0.00166666666666667
"58",0.00166666666666667
"59",0.00166666666666667
"60",0.00666666666666667
"61",0.00833333333333333
"62",0
"63",0.00166666666666667
"64",0
"65",0
"66",0.00166666666666667
"67",0
"68",0
"69",0
"70",0.00833333333333333
"71",0.00833333333333333
"72",0
"73",0.00166666666666667
"74",0
"75",0
"76",0.00166666666666667
"77",0
"78",0
"79",0
"80",0.00833333333333333
"81",0.00833333333333333
"82",0
"83",0.00166666666666667
"84",0
"85",0
"86",0.00166666666666667
"87",0
"88",0
"89",0
"90",0.00833333333333333
"91",0
"92",0.00833333333333333
"93",0.00666666666666667
"94",0.00833333333333333
"95",0.00833333333333333
"96",0.00666666666666667
"97",0.00833333333333333
"98",0.00833333333333333
"99",0.00833333333333333
"100",0
