"","x"
"1",0
"2",0.00166666666666667
"3",0.00333333333333333
"4",0
"5",0.00166666666666667
"6",0
"7",0.015
"8",0.00166666666666667
"9",0
"10",0.00166666666666667
"11",0
"12",0.015
"13",0.00166666666666667
"14",0.00333333333333333
"15",0.015
"16",0
"17",0.015
"18",0.015
"19",0.015
"20",0.00166666666666667
"21",0
"22",0.00166666666666667
"23",0.00166666666666667
"24",0.00166666666666667
"25",0.015
"26",0.00166666666666667
"27",0
"28",0.0166666666666667
"29",0.015
"30",0.00333333333333333
"31",0
"32",0.00166666666666667
"33",0
"34",0
"35",0.015
"36",0.00166666666666667
"37",0.00166666666666667
"38",0.015
"39",0.00166666666666667
"40",0
"41",0.015
"42",0.0316666666666667
"43",0.0316666666666667
"44",0.0316666666666667
"45",0.01
"46",0.0316666666666667
"47",0.00166666666666667
"48",0
"49",0.00166666666666667
"50",0.00166666666666667
"51",0
"52",0.00166666666666667
"53",0.0133333333333333
"54",0.00333333333333333
"55",0.00166666666666667
"56",0.00333333333333333
"57",0.00166666666666667
"58",0.0133333333333333
"59",0.00333333333333333
"60",0.00166666666666667
"61",0.0133333333333333
"62",0.00166666666666667
"63",0.0133333333333333
"64",0.0133333333333333
"65",0.0133333333333333
"66",0.00333333333333333
"67",0.00166666666666667
"68",0.00333333333333333
"69",0.00333333333333333
"70",0.00333333333333333
"71",0.0133333333333333
"72",0.00333333333333333
"73",0.00166666666666667
"74",0.015
"75",0.0133333333333333
"76",0.00166666666666667
"77",0.00166666666666667
"78",0.00333333333333333
"79",0.00166666666666667
"80",0.00166666666666667
"81",0.0133333333333333
"82",0.00333333333333333
"83",0.00333333333333333
"84",0.0133333333333333
"85",0.00333333333333333
"86",0.00166666666666667
"87",0.0133333333333333
"88",0.03
"89",0.0333333333333333
"90",0.0333333333333333
"91",0.00833333333333333
"92",0.03
"93",0.00333333333333333
"94",0.00166666666666667
"95",0
"96",0.00333333333333333
"97",0.00166666666666667
"98",0.00333333333333333
"99",0.015
"100",0.005
"101",0.00333333333333333
"102",0.005
"103",0.00333333333333333
"104",0.015
"105",0.005
"106",0
"107",0.015
"108",0.00333333333333333
"109",0.015
"110",0.015
"111",0.015
"112",0.005
"113",0.00333333333333333
"114",0.005
"115",0.005
"116",0.005
"117",0.015
"118",0.005
"119",0.00333333333333333
"120",0.0166666666666667
"121",0.015
"122",0
"123",0.00333333333333333
"124",0.005
"125",0.00333333333333333
"126",0.00333333333333333
"127",0.015
"128",0.005
"129",0.005
"130",0.015
"131",0.005
"132",0.00333333333333333
"133",0.015
"134",0.0316666666666667
"135",0.035
"136",0.035
"137",0.01
"138",0.0316666666666667
"139",0
"140",0.00166666666666667
"141",0.00333333333333333
"142",0
"143",0.00166666666666667
"144",0
"145",0.015
"146",0.00166666666666667
"147",0
"148",0.00166666666666667
"149",0
"150",0.015
"151",0.00166666666666667
"152",0.00333333333333333
"153",0.015
"154",0
"155",0.015
"156",0.015
"157",0.015
"158",0.00166666666666667
"159",0
"160",0.00166666666666667
"161",0.00166666666666667
"162",0.00166666666666667
"163",0.015
"164",0.00166666666666667
"165",0
"166",0.0166666666666667
"167",0.015
"168",0.00333333333333333
"169",0
"170",0.00166666666666667
"171",0
"172",0
"173",0.015
"174",0.00166666666666667
"175",0.00166666666666667
"176",0.015
"177",0.00166666666666667
"178",0
"179",0.015
"180",0.0316666666666667
"181",0.0316666666666667
"182",0.0316666666666667
"183",0.01
"184",0.0316666666666667
"185",0.00166666666666667
"186",0
"187",0.00166666666666667
"188",0.00166666666666667
"189",0
"190",0.00166666666666667
"191",0.0133333333333333
"192",0.00333333333333333
"193",0.00166666666666667
"194",0.00333333333333333
"195",0.00166666666666667
"196",0.0133333333333333
"197",0.00333333333333333
"198",0.00166666666666667
"199",0.0133333333333333
"200",0.00166666666666667
"201",0.0133333333333333
"202",0.0133333333333333
"203",0.0133333333333333
"204",0.00333333333333333
"205",0.00166666666666667
"206",0.00333333333333333
"207",0.00333333333333333
"208",0.00333333333333333
"209",0.0133333333333333
"210",0.00333333333333333
"211",0.00166666666666667
"212",0.015
"213",0.0133333333333333
"214",0.00166666666666667
"215",0.00166666666666667
"216",0.00333333333333333
"217",0.00166666666666667
"218",0.00166666666666667
"219",0.0133333333333333
"220",0.00333333333333333
"221",0.00333333333333333
"222",0.0133333333333333
"223",0.00333333333333333
"224",0.00166666666666667
"225",0.0133333333333333
"226",0.03
"227",0.0333333333333333
"228",0.0333333333333333
"229",0.00833333333333333
"230",0.03
"231",0
